"Notes"	"County"	"County Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Durham County, NC"	"37063"	"Cesarean"	"2"	1600
	"Forsyth County, NC"	"37067"	"Vaginal"	"1"	3566
	"Forsyth County, NC"	"37067"	"Cesarean"	"2"	1223
	"Gaston County, NC"	"37071"	"Vaginal"	"1"	2127
	"Gaston County, NC"	"37071"	"Cesarean"	"2"	915
	"Guilford County, NC"	"37081"	"Vaginal"	"1"	5718
	"Guilford County, NC"	"37081"	"Cesarean"	"2"	2178
	"Harnett County, NC"	"37085"	"Vaginal"	"1"	786
	"Harnett County, NC"	"37085"	"Cesarean"	"2"	246
	"Henderson County, NC"	"37089"	"Vaginal"	"1"	443
	"Henderson County, NC"	"37089"	"Cesarean"	"2"	195
	"Iredell County, NC"	"37097"	"Vaginal"	"1"	1581
	"Iredell County, NC"	"37097"	"Cesarean"	"2"	679
	"Johnston County, NC"	"37101"	"Vaginal"	"1"	1928
	"Johnston County, NC"	"37101"	"Cesarean"	"2"	702
	"Mecklenburg County, NC"	"37119"	"Vaginal"	"1"	13676
	"Mecklenburg County, NC"	"37119"	"Cesarean"	"2"	5354
	"Mecklenburg County, NC"	"37119"	"Not Stated"	"9"	12
	"New Hanover County, NC"	"37129"	"Vaginal"	"1"	2449
	"New Hanover County, NC"	"37129"	"Cesarean"	"2"	683
	"Onslow County, NC"	"37133"	"Vaginal"	"1"	4823
	"Onslow County, NC"	"37133"	"Cesarean"	"2"	1353
	"Orange County, NC"	"37135"	"Vaginal"	"1"	1248
	"Orange County, NC"	"37135"	"Cesarean"	"2"	356
	"Pitt County, NC"	"37147"	"Vaginal"	"1"	1981
	"Pitt County, NC"	"37147"	"Cesarean"	"2"	595
	"Randolph County, NC"	"37151"	"Vaginal"	"1"	1289
	"Randolph County, NC"	"37151"	"Cesarean"	"2"	570
	"Robeson County, NC"	"37155"	"Vaginal"	"1"	1319
	"Robeson County, NC"	"37155"	"Cesarean"	"2"	472
	"Rowan County, NC"	"37159"	"Vaginal"	"1"	1352
	"Rowan County, NC"	"37159"	"Cesarean"	"2"	563
	"Union County, NC"	"37179"	"Vaginal"	"1"	1882
	"Union County, NC"	"37179"	"Cesarean"	"2"	700
	"Wake County, NC"	"37183"	"Vaginal"	"1"	12192
	"Wake County, NC"	"37183"	"Cesarean"	"2"	4420
	"Wayne County, NC"	"37191"	"Vaginal"	"1"	1382
	"Wayne County, NC"	"37191"	"Cesarean"	"2"	591
	"Unidentified Counties, NC"	"37999"	"Vaginal"	"1"	29652
	"Unidentified Counties, NC"	"37999"	"Cesarean"	"2"	10585
	"Cass County, ND"	"38017"	"Vaginal"	"1"	2613
	"Cass County, ND"	"38017"	"Cesarean"	"2"	857
	"Unidentified Counties, ND"	"38999"	"Vaginal"	"1"	7702
	"Unidentified Counties, ND"	"38999"	"Cesarean"	"2"	2502
	"Allen County, OH"	"39003"	"Vaginal"	"1"	1061
	"Allen County, OH"	"39003"	"Cesarean"	"2"	350
	"Ashtabula County, OH"	"39007"	"Vaginal"	"1"	974
	"Ashtabula County, OH"	"39007"	"Cesarean"	"2"	297
	"Butler County, OH"	"39017"	"Vaginal"	"1"	3702
	"Butler County, OH"	"39017"	"Cesarean"	"2"	1595
	"Clark County, OH"	"39023"	"Vaginal"	"1"	1203
	"Clark County, OH"	"39023"	"Cesarean"	"2"	547
	"Clermont County, OH"	"39025"	"Vaginal"	"1"	2001
	"Clermont County, OH"	"39025"	"Cesarean"	"2"	867
	"Columbiana County, OH"	"39029"	"Vaginal"	"1"	928
	"Columbiana County, OH"	"39029"	"Cesarean"	"2"	410
	"Cuyahoga County, OH"	"39035"	"Vaginal"	"1"	14332
	"Cuyahoga County, OH"	"39035"	"Cesarean"	"2"	5010
	"Delaware County, OH"	"39041"	"Vaginal"	"1"	2011
	"Delaware County, OH"	"39041"	"Cesarean"	"2"	607
	"Fairfield County, OH"	"39045"	"Vaginal"	"1"	1514
	"Fairfield County, OH"	"39045"	"Cesarean"	"2"	485
	"Franklin County, OH"	"39049"	"Vaginal"	"1"	17483
	"Franklin County, OH"	"39049"	"Cesarean"	"2"	6013
	"Greene County, OH"	"39057"	"Vaginal"	"1"	1639
	"Greene County, OH"	"39057"	"Cesarean"	"2"	656
	"Hamilton County, OH"	"39061"	"Vaginal"	"1"	9119
	"Hamilton County, OH"	"39061"	"Cesarean"	"2"	4200
	"Lake County, OH"	"39085"	"Vaginal"	"1"	2295
	"Lake County, OH"	"39085"	"Cesarean"	"2"	816
	"Licking County, OH"	"39089"	"Vaginal"	"1"	1781
	"Licking County, OH"	"39089"	"Cesarean"	"2"	571
	"Lorain County, OH"	"39093"	"Vaginal"	"1"	3037
	"Lorain County, OH"	"39093"	"Cesarean"	"2"	1039
	"Lucas County, OH"	"39095"	"Vaginal"	"1"	5062
	"Lucas County, OH"	"39095"	"Cesarean"	"2"	1836
	"Mahoning County, OH"	"39099"	"Vaginal"	"1"	2067
	"Mahoning County, OH"	"39099"	"Cesarean"	"2"	940
	"Medina County, OH"	"39103"	"Vaginal"	"1"	1583
	"Medina County, OH"	"39103"	"Cesarean"	"2"	637
	"Miami County, OH"	"39109"	"Vaginal"	"1"	473
	"Miami County, OH"	"39109"	"Cesarean"	"2"	250
	"Montgomery County, OH"	"39113"	"Vaginal"	"1"	5703
	"Montgomery County, OH"	"39113"	"Cesarean"	"2"	2461
	"Portage County, OH"	"39133"	"Vaginal"	"1"	1366
	"Portage County, OH"	"39133"	"Cesarean"	"2"	513
	"Richland County, OH"	"39139"	"Vaginal"	"1"	1208
	"Richland County, OH"	"39139"	"Cesarean"	"2"	403
	"Stark County, OH"	"39151"	"Vaginal"	"1"	3731
	"Stark County, OH"	"39151"	"Cesarean"	"2"	1324
	"Summit County, OH"	"39153"	"Vaginal"	"1"	5630
	"Summit County, OH"	"39153"	"Cesarean"	"2"	2100
	"Summit County, OH"	"39153"	"Not Stated"	"9"	30
	"Trumbull County, OH"	"39155"	"Vaginal"	"1"	1814
	"Trumbull County, OH"	"39155"	"Cesarean"	"2"	783
	"Warren County, OH"	"39165"	"Vaginal"	"1"	2010
	"Warren County, OH"	"39165"	"Cesarean"	"2"	786
	"Wayne County, OH"	"39169"	"Vaginal"	"1"	1188
	"Wayne County, OH"	"39169"	"Cesarean"	"2"	437
	"Wood County, OH"	"39173"	"Vaginal"	"1"	1392
	"Wood County, OH"	"39173"	"Cesarean"	"2"	506
	"Unidentified Counties, OH"	"39999"	"Vaginal"	"1"	26894
	"Unidentified Counties, OH"	"39999"	"Cesarean"	"2"	10094
	"Unidentified Counties, OH"	"39999"	"Not Stated"	"9"	19
	"Canadian County, OK"	"40017"	"Vaginal"	"1"	803
	"Canadian County, OK"	"40017"	"Cesarean"	"2"	321
	"Cleveland County, OK"	"40027"	"Vaginal"	"1"	2925
	"Cleveland County, OK"	"40027"	"Cesarean"	"2"	1164
	"Comanche County, OK"	"40031"	"Vaginal"	"1"	1743
	"Comanche County, OK"	"40031"	"Cesarean"	"2"	474
	"Oklahoma County, OK"	"40109"	"Vaginal"	"1"	10681
	"Oklahoma County, OK"	"40109"	"Cesarean"	"2"	4198
	"Tulsa County, OK"	"40143"	"Vaginal"	"1"	8098
	"Tulsa County, OK"	"40143"	"Cesarean"	"2"	2905
	"Unidentified Counties, OK"	"40999"	"Vaginal"	"1"	20969
	"Unidentified Counties, OK"	"40999"	"Cesarean"	"2"	8410
	"Clackamas County, OR"	"41005"	"Vaginal"	"1"	3866
	"Clackamas County, OR"	"41005"	"Cesarean"	"2"	1365
	"Deschutes County, OR"	"41017"	"Vaginal"	"1"	1835
	"Deschutes County, OR"	"41017"	"Cesarean"	"2"	545
	"Douglas County, OR"	"41019"	"Vaginal"	"1"	1066
	"Douglas County, OR"	"41019"	"Cesarean"	"2"	294
	"Jackson County, OR"	"41029"	"Vaginal"	"1"	2079
	"Jackson County, OR"	"41029"	"Cesarean"	"2"	747
	"Lane County, OR"	"41039"	"Vaginal"	"1"	3523
	"Lane County, OR"	"41039"	"Cesarean"	"2"	1324
	"Linn County, OR"	"41043"	"Vaginal"	"1"	1256
	"Linn County, OR"	"41043"	"Cesarean"	"2"	402
	"Marion County, OR"	"41047"	"Vaginal"	"1"	3551
	"Marion County, OR"	"41047"	"Cesarean"	"2"	1028
	"Multnomah County, OR"	"41051"	"Vaginal"	"1"	10239
	"Multnomah County, OR"	"41051"	"Cesarean"	"2"	3648
	"Washington County, OR"	"41067"	"Vaginal"	"1"	6933
	"Washington County, OR"	"41067"	"Cesarean"	"2"	2443
	"Unidentified Counties, OR"	"41999"	"Vaginal"	"1"	9102
	"Unidentified Counties, OR"	"41999"	"Cesarean"	"2"	2734
	"Adams County, PA"	"42001"	"Vaginal"	"1"	470
	"Adams County, PA"	"42001"	"Cesarean"	"2"	141
	"Allegheny County, PA"	"42003"	"Vaginal"	"1"	13543
	"Allegheny County, PA"	"42003"	"Cesarean"	"2"	5388
	"Allegheny County, PA"	"42003"	"Not Stated"	"9"	32
	"Beaver County, PA"	"42007"	"Vaginal"	"1"	1623
	"Beaver County, PA"	"42007"	"Cesarean"	"2"	812
	"Berks County, PA"	"42011"	"Vaginal"	"1"	4230
	"Berks County, PA"	"42011"	"Cesarean"	"2"	1686
	"Blair County, PA"	"42013"	"Vaginal"	"1"	1328
	"Blair County, PA"	"42013"	"Cesarean"	"2"	405
	"Bucks County, PA"	"42017"	"Vaginal"	"1"	5287
	"Bucks County, PA"	"42017"	"Cesarean"	"2"	2724
	"Butler County, PA"	"42019"	"Vaginal"	"1"	1665
	"Butler County, PA"	"42019"	"Cesarean"	"2"	651
	"Cambria County, PA"	"42021"	"Vaginal"	"1"	1342
	"Cambria County, PA"	"42021"	"Cesarean"	"2"	325
	"Centre County, PA"	"42027"	"Vaginal"	"1"	1398
	"Centre County, PA"	"42027"	"Cesarean"	"2"	390
	"Chester County, PA"	"42029"	"Vaginal"	"1"	5006
	"Chester County, PA"	"42029"	"Cesarean"	"2"	2030
	"Cumberland County, PA"	"42041"	"Vaginal"	"1"	2527
	"Cumberland County, PA"	"42041"	"Cesarean"	"2"	853
	"Dauphin County, PA"	"42043"	"Vaginal"	"1"	3163
	"Dauphin County, PA"	"42043"	"Cesarean"	"2"	1232
	"Delaware County, PA"	"42045"	"Vaginal"	"1"	6040
	"Delaware County, PA"	"42045"	"Cesarean"	"2"	2719
	"Erie County, PA"	"42049"	"Vaginal"	"1"	2682
	"Erie County, PA"	"42049"	"Cesarean"	"2"	1291
	"Fayette County, PA"	"42051"	"Vaginal"	"1"	1294
	"Fayette County, PA"	"42051"	"Cesarean"	"2"	533
	"Franklin County, PA"	"42055"	"Vaginal"	"1"	1608
	"Franklin County, PA"	"42055"	"Cesarean"	"2"	479
	"Lackawanna County, PA"	"42069"	"Vaginal"	"1"	1906
	"Lackawanna County, PA"	"42069"	"Cesarean"	"2"	941
	"Lancaster County, PA"	"42071"	"Vaginal"	"1"	5683
	"Lancaster County, PA"	"42071"	"Cesarean"	"2"	2221
	"Lebanon County, PA"	"42075"	"Vaginal"	"1"	1244
	"Lebanon County, PA"	"42075"	"Cesarean"	"2"	574
	"Lehigh County, PA"	"42077"	"Vaginal"	"1"	3991
	"Lehigh County, PA"	"42077"	"Cesarean"	"2"	1381
	"Luzerne County, PA"	"42079"	"Vaginal"	"1"	2866
	"Luzerne County, PA"	"42079"	"Cesarean"	"2"	1144
	"Lycoming County, PA"	"42081"	"Vaginal"	"1"	1110
	"Lycoming County, PA"	"42081"	"Cesarean"	"2"	468
	"Mercer County, PA"	"42085"	"Vaginal"	"1"	1050
	"Mercer County, PA"	"42085"	"Cesarean"	"2"	373
	"Monroe County, PA"	"42089"	"Vaginal"	"1"	1292
	"Monroe County, PA"	"42089"	"Cesarean"	"2"	569
	"Montgomery County, PA"	"42091"	"Vaginal"	"1"	8505
	"Montgomery County, PA"	"42091"	"Cesarean"	"2"	3546
	"Northampton County, PA"	"42095"	"Vaginal"	"1"	2601
	"Northampton County, PA"	"42095"	"Cesarean"	"2"	1043
	"Philadelphia County, PA"	"42101"	"Vaginal"	"1"	21952
	"Philadelphia County, PA"	"42101"	"Cesarean"	"2"	8222
	"Philadelphia County, PA"	"42101"	"Not Stated"	"9"	13
	"Schuylkill County, PA"	"42107"	"Vaginal"	"1"	1228
	"Schuylkill County, PA"	"42107"	"Cesarean"	"2"	481
	"Washington County, PA"	"42125"	"Vaginal"	"1"	1939
	"Washington County, PA"	"42125"	"Cesarean"	"2"	702
	"Westmoreland County, PA"	"42129"	"Vaginal"	"1"	3005
	"Westmoreland County, PA"	"42129"	"Cesarean"	"2"	1064
	"York County, PA"	"42133"	"Vaginal"	"1"	4566
	"York County, PA"	"42133"	"Cesarean"	"2"	1687
	"Unidentified Counties, PA"	"42999"	"Vaginal"	"1"	15351
	"Unidentified Counties, PA"	"42999"	"Cesarean"	"2"	5824
	"Kent County, RI"	"44003"	"Vaginal"	"1"	1641
	"Kent County, RI"	"44003"	"Cesarean"	"2"	735
	"Providence County, RI"	"44007"	"Vaginal"	"1"	7129
	"Providence County, RI"	"44007"	"Cesarean"	"2"	2549
	"Providence County, RI"	"44007"	"Not Stated"	"9"	26
	"Washington County, RI"	"44009"	"Vaginal"	"1"	924
	"Washington County, RI"	"44009"	"Cesarean"	"2"	364
	"Unidentified Counties, RI"	"44999"	"Vaginal"	"1"	896
	"Unidentified Counties, RI"	"44999"	"Cesarean"	"2"	468
	"Aiken County, SC"	"45003"	"Vaginal"	"1"	1682
	"Aiken County, SC"	"45003"	"Cesarean"	"2"	743
	"Anderson County, SC"	"45007"	"Vaginal"	"1"	1897
	"Anderson County, SC"	"45007"	"Cesarean"	"2"	815
	"Beaufort County, SC"	"45013"	"Vaginal"	"1"	1953
	"Beaufort County, SC"	"45013"	"Cesarean"	"2"	620
	"Berkeley County, SC"	"45015"	"Vaginal"	"1"	2334
	"Berkeley County, SC"	"45015"	"Cesarean"	"2"	1077
	"Charleston County, SC"	"45019"	"Vaginal"	"1"	4801
	"Charleston County, SC"	"45019"	"Cesarean"	"2"	2043
	"Dorchester County, SC"	"45035"	"Vaginal"	"1"	776
	"Dorchester County, SC"	"45035"	"Cesarean"	"2"	322
	"Florence County, SC"	"45041"	"Vaginal"	"1"	1310
	"Florence County, SC"	"45041"	"Cesarean"	"2"	814
	"Greenville County, SC"	"45045"	"Vaginal"	"1"	5581
	"Greenville County, SC"	"45045"	"Cesarean"	"2"	2254
	"Horry County, SC"	"45051"	"Vaginal"	"1"	2757
	"Horry County, SC"	"45051"	"Cesarean"	"2"	1417
	"Lexington County, SC"	"45063"	"Vaginal"	"1"	2837
	"Lexington County, SC"	"45063"	"Cesarean"	"2"	1422
	"Pickens County, SC"	"45077"	"Vaginal"	"1"	1158
	"Pickens County, SC"	"45077"	"Cesarean"	"2"	448
	"Richland County, SC"	"45079"	"Vaginal"	"1"	4111
	"Richland County, SC"	"45079"	"Cesarean"	"2"	2022
	"Spartanburg County, SC"	"45083"	"Vaginal"	"1"	2943
	"Spartanburg County, SC"	"45083"	"Cesarean"	"2"	1315
	"Sumter County, SC"	"45085"	"Vaginal"	"1"	1426
	"Sumter County, SC"	"45085"	"Cesarean"	"2"	490
	"York County, SC"	"45091"	"Vaginal"	"1"	2512
	"York County, SC"	"45091"	"Cesarean"	"2"	1034
	"Unidentified Counties, SC"	"45999"	"Vaginal"	"1"	11675
	"Unidentified Counties, SC"	"45999"	"Cesarean"	"2"	5318
	"Minnehaha County, SD"	"46099"	"Vaginal"	"1"	2675
	"Minnehaha County, SD"	"46099"	"Cesarean"	"2"	764
	"Pennington County, SD"	"46103"	"Vaginal"	"1"	795
	"Pennington County, SD"	"46103"	"Cesarean"	"2"	182
	"Unidentified Counties, SD"	"46999"	"Vaginal"	"1"	7078
	"Unidentified Counties, SD"	"46999"	"Cesarean"	"2"	2048
	"Blount County, TN"	"47009"	"Vaginal"	"1"	1317
	"Blount County, TN"	"47009"	"Cesarean"	"2"	436
	"Davidson County, TN"	"47037"	"Vaginal"	"1"	9310
	"Davidson County, TN"	"47037"	"Cesarean"	"2"	4396
	"Hamilton County, TN"	"47065"	"Vaginal"	"1"	3830
	"Hamilton County, TN"	"47065"	"Cesarean"	"2"	1660
	"Knox County, TN"	"47093"	"Vaginal"	"1"	5183
	"Knox County, TN"	"47093"	"Cesarean"	"2"	2021
	"Montgomery County, TN"	"47125"	"Vaginal"	"1"	3529
	"Montgomery County, TN"	"47125"	"Cesarean"	"2"	1311
	"Rutherford County, TN"	"47149"	"Vaginal"	"1"	3278
	"Rutherford County, TN"	"47149"	"Cesarean"	"2"	1786
	"Shelby County, TN"	"47157"	"Vaginal"	"1"	10989
	"Shelby County, TN"	"47157"	"Cesarean"	"2"	5324
	"Sullivan County, TN"	"47163"	"Vaginal"	"1"	1436
	"Sullivan County, TN"	"47163"	"Cesarean"	"2"	768
	"Sumner County, TN"	"47165"	"Vaginal"	"1"	1769
	"Sumner County, TN"	"47165"	"Cesarean"	"2"	865
	"Washington County, TN"	"47179"	"Vaginal"	"1"	1317
	"Washington County, TN"	"47179"	"Cesarean"	"2"	603
	"Williamson County, TN"	"47187"	"Vaginal"	"1"	1884
	"Williamson County, TN"	"47187"	"Cesarean"	"2"	777
	"Wilson County, TN"	"47189"	"Vaginal"	"1"	675
	"Wilson County, TN"	"47189"	"Cesarean"	"2"	286
	"Unidentified Counties, TN"	"47999"	"Vaginal"	"1"	28056
	"Unidentified Counties, TN"	"47999"	"Cesarean"	"2"	11722
	"Bell County, TX"	"48027"	"Vaginal"	"1"	6091
	"Bell County, TX"	"48027"	"Cesarean"	"2"	1868
	"Bexar County, TX"	"48029"	"Vaginal"	"1"	22317
	"Bexar County, TX"	"48029"	"Cesarean"	"2"	10456
	"Brazoria County, TX"	"48039"	"Vaginal"	"1"	3972
	"Brazoria County, TX"	"48039"	"Cesarean"	"2"	1993
	"Brazos County, TX"	"48041"	"Vaginal"	"1"	2722
	"Brazos County, TX"	"48041"	"Cesarean"	"2"	961
	"Cameron County, TX"	"48061"	"Vaginal"	"1"	4361
	"Cameron County, TX"	"48061"	"Cesarean"	"2"	3405
	"Collin County, TX"	"48085"	"Vaginal"	"1"	9147
	"Collin County, TX"	"48085"	"Cesarean"	"2"	5090
	"Comal County, TX"	"48091"	"Vaginal"	"1"	625
	"Comal County, TX"	"48091"	"Cesarean"	"2"	262
	"Dallas County, TX"	"48113"	"Vaginal"	"1"	39928
	"Dallas County, TX"	"48113"	"Cesarean"	"2"	13095
	"Denton County, TX"	"48121"	"Vaginal"	"1"	8977
	"Denton County, TX"	"48121"	"Cesarean"	"2"	4043
	"Ector County, TX"	"48135"	"Vaginal"	"1"	2481
	"Ector County, TX"	"48135"	"Cesarean"	"2"	880
	"Ellis County, TX"	"48139"	"Vaginal"	"1"	1827
	"Ellis County, TX"	"48139"	"Cesarean"	"2"	625
	"El Paso County, TX"	"48141"	"Vaginal"	"1"	11151
	"El Paso County, TX"	"48141"	"Cesarean"	"2"	5977
	"Fort Bend County, TX"	"48157"	"Vaginal"	"1"	7353
	"Fort Bend County, TX"	"48157"	"Cesarean"	"2"	3655
	"Galveston County, TX"	"48167"	"Vaginal"	"1"	3661
	"Galveston County, TX"	"48167"	"Cesarean"	"2"	1884
	"Grayson County, TX"	"48181"	"Vaginal"	"1"	1247
	"Grayson County, TX"	"48181"	"Cesarean"	"2"	627
	"Gregg County, TX"	"48183"	"Vaginal"	"1"	1550
	"Gregg County, TX"	"48183"	"Cesarean"	"2"	532
	"Guadalupe County, TX"	"48187"	"Vaginal"	"1"	752
	"Guadalupe County, TX"	"48187"	"Cesarean"	"2"	287
	"Harris County, TX"	"48201"	"Vaginal"	"1"	60564
	"Harris County, TX"	"48201"	"Cesarean"	"2"	27835
	"Hays County, TX"	"48209"	"Vaginal"	"1"	1114
	"Hays County, TX"	"48209"	"Cesarean"	"2"	461
	"Hidalgo County, TX"	"48215"	"Vaginal"	"1"	10646
	"Hidalgo County, TX"	"48215"	"Cesarean"	"2"	5973
	"Jefferson County, TX"	"48245"	"Vaginal"	"1"	2626
	"Jefferson County, TX"	"48245"	"Cesarean"	"2"	1699
	"Johnson County, TX"	"48251"	"Vaginal"	"1"	1794
	"Johnson County, TX"	"48251"	"Cesarean"	"2"	615
	"Kaufman County, TX"	"48257"	"Vaginal"	"1"	640
	"Kaufman County, TX"	"48257"	"Cesarean"	"2"	271
	"Lubbock County, TX"	"48303"	"Vaginal"	"1"	3984
	"Lubbock County, TX"	"48303"	"Cesarean"	"2"	1215
	"McLennan County, TX"	"48309"	"Vaginal"	"1"	3122
	"McLennan County, TX"	"48309"	"Cesarean"	"2"	1084
	"Midland County, TX"	"48329"	"Vaginal"	"1"	2640
	"Midland County, TX"	"48329"	"Cesarean"	"2"	932
	"Montgomery County, TX"	"48339"	"Vaginal"	"1"	5663
	"Montgomery County, TX"	"48339"	"Cesarean"	"2"	2779
	"Nueces County, TX"	"48355"	"Vaginal"	"1"	4271
	"Nueces County, TX"	"48355"	"Cesarean"	"2"	1871
	"Parker County, TX"	"48367"	"Vaginal"	"1"	673
	"Parker County, TX"	"48367"	"Cesarean"	"2"	223
	"Potter County, TX"	"48375"	"Vaginal"	"1"	1752
	"Potter County, TX"	"48375"	"Cesarean"	"2"	583
	"Randall County, TX"	"48381"	"Vaginal"	"1"	1561
	"Randall County, TX"	"48381"	"Cesarean"	"2"	582
	"Smith County, TX"	"48423"	"Vaginal"	"1"	2660
	"Smith County, TX"	"48423"	"Cesarean"	"2"	899
	"Tarrant County, TX"	"48439"	"Vaginal"	"1"	24113
	"Tarrant County, TX"	"48439"	"Cesarean"	"2"	10574
	"Taylor County, TX"	"48441"	"Vaginal"	"1"	1923
	"Taylor County, TX"	"48441"	"Cesarean"	"2"	635
	"Tom Green County, TX"	"48451"	"Vaginal"	"1"	1386
	"Tom Green County, TX"	"48451"	"Cesarean"	"2"	629
	"Travis County, TX"	"48453"	"Vaginal"	"1"	15705
	"Travis County, TX"	"48453"	"Cesarean"	"2"	7103
	"Webb County, TX"	"48479"	"Vaginal"	"1"	3239
	"Webb County, TX"	"48479"	"Cesarean"	"2"	2727
	"Wichita County, TX"	"48485"	"Vaginal"	"1"	1756
	"Wichita County, TX"	"48485"	"Cesarean"	"2"	492
	"Williamson County, TX"	"48491"	"Vaginal"	"1"	5569
	"Williamson County, TX"	"48491"	"Cesarean"	"2"	2527
	"Unidentified Counties, TX"	"48999"	"Vaginal"	"1"	51187
	"Unidentified Counties, TX"	"48999"	"Cesarean"	"2"	22603
	"Cache County, UT"	"49005"	"Vaginal"	"1"	1198
	"Cache County, UT"	"49005"	"Cesarean"	"2"	239
	"Davis County, UT"	"49011"	"Vaginal"	"1"	4405
	"Davis County, UT"	"49011"	"Cesarean"	"2"	1155
	"Salt Lake County, UT"	"49035"	"Vaginal"	"1"	15739
	"Salt Lake County, UT"	"49035"	"Cesarean"	"2"	4491
	"Utah County, UT"	"49049"	"Vaginal"	"1"	10362
	"Utah County, UT"	"49049"	"Cesarean"	"2"	2153
	"Washington County, UT"	"49053"	"Vaginal"	"1"	864
	"Washington County, UT"	"49053"	"Cesarean"	"2"	173
	"Weber County, UT"	"49057"	"Vaginal"	"1"	3397
	"Weber County, UT"	"49057"	"Cesarean"	"2"	831
	"Unidentified Counties, UT"	"49999"	"Vaginal"	"1"	7361
	"Unidentified Counties, UT"	"49999"	"Cesarean"	"2"	1922
	"Chittenden County, VT"	"50007"	"Vaginal"	"1"	1831
	"Chittenden County, VT"	"50007"	"Cesarean"	"2"	553
	"Unidentified Counties, VT"	"50999"	"Vaginal"	"1"	4586
	"Unidentified Counties, VT"	"50999"	"Cesarean"	"2"	1540
	"Arlington County, VA"	"51013"	"Vaginal"	"1"	3543
	"Arlington County, VA"	"51013"	"Cesarean"	"2"	1926
	"Chesterfield County, VA"	"51041"	"Vaginal"	"1"	3542
	"Chesterfield County, VA"	"51041"	"Cesarean"	"2"	1452
	"Fairfax County, VA"	"51059"	"Vaginal"	"1"	12320
	"Fairfax County, VA"	"51059"	"Cesarean"	"2"	7354
	"Fairfax County, VA"	"51059"	"Not Stated"	"9"	15
	"Henrico County, VA"	"51087"	"Vaginal"	"1"	3855
	"Henrico County, VA"	"51087"	"Cesarean"	"2"	1861
	"Loudoun County, VA"	"51107"	"Vaginal"	"1"	4187
	"Loudoun County, VA"	"51107"	"Cesarean"	"2"	2210
	"Prince William County, VA"	"51153"	"Vaginal"	"1"	5584
	"Prince William County, VA"	"51153"	"Cesarean"	"2"	2707
	"Spotsylvania County, VA"	"51177"	"Vaginal"	"1"	602
	"Spotsylvania County, VA"	"51177"	"Cesarean"	"2"	328
	"Stafford County, VA"	"51179"	"Vaginal"	"1"	662
	"Stafford County, VA"	"51179"	"Cesarean"	"2"	336
	"Alexandria city, VA"	"51510"	"Vaginal"	"1"	3098
	"Alexandria city, VA"	"51510"	"Cesarean"	"2"	1724
	"Chesapeake city, VA"	"51550"	"Vaginal"	"1"	2524
	"Chesapeake city, VA"	"51550"	"Cesarean"	"2"	1063
	"Hampton city, VA"	"51650"	"Vaginal"	"1"	1836
	"Hampton city, VA"	"51650"	"Cesarean"	"2"	561
	"Newport News city, VA"	"51700"	"Vaginal"	"1"	2810
	"Newport News city, VA"	"51700"	"Cesarean"	"2"	879
	"Norfolk city, VA"	"51710"	"Vaginal"	"1"	3626
	"Norfolk city, VA"	"51710"	"Cesarean"	"2"	1311
	"Portsmouth city, VA"	"51740"	"Vaginal"	"1"	713
	"Portsmouth city, VA"	"51740"	"Cesarean"	"2"	246
	"Richmond city, VA"	"51760"	"Vaginal"	"1"	2914
	"Richmond city, VA"	"51760"	"Cesarean"	"2"	1085
	"Virginia Beach city, VA"	"51810"	"Vaginal"	"1"	6143
	"Virginia Beach city, VA"	"51810"	"Cesarean"	"2"	2346
	"Unidentified Counties, VA"	"51999"	"Vaginal"	"1"	35756
	"Unidentified Counties, VA"	"51999"	"Cesarean"	"2"	13749
	"Unidentified Counties, VA"	"51999"	"Not Stated"	"9"	10
	"Benton County, WA"	"53005"	"Vaginal"	"1"	2191
	"Benton County, WA"	"53005"	"Cesarean"	"2"	734
	"Clark County, WA"	"53011"	"Vaginal"	"1"	4613
	"Clark County, WA"	"53011"	"Cesarean"	"2"	1646
	"Cowlitz County, WA"	"53015"	"Vaginal"	"1"	536
	"Cowlitz County, WA"	"53015"	"Cesarean"	"2"	144
	"King County, WA"	"53033"	"Vaginal"	"1"	26195
	"King County, WA"	"53033"	"Cesarean"	"2"	10854
	"Kitsap County, WA"	"53035"	"Vaginal"	"1"	3109
	"Kitsap County, WA"	"53035"	"Cesarean"	"2"	1001
	"Pierce County, WA"	"53053"	"Vaginal"	"1"	10990
	"Pierce County, WA"	"53053"	"Cesarean"	"2"	3531
	"Skagit County, WA"	"53057"	"Vaginal"	"1"	1299
	"Skagit County, WA"	"53057"	"Cesarean"	"2"	382
	"Snohomish County, WA"	"53061"	"Vaginal"	"1"	9428
	"Snohomish County, WA"	"53061"	"Cesarean"	"2"	3252
	"Spokane County, WA"	"53063"	"Vaginal"	"1"	5854
	"Spokane County, WA"	"53063"	"Cesarean"	"2"	1579
	"Thurston County, WA"	"53067"	"Vaginal"	"1"	3120
	"Thurston County, WA"	"53067"	"Cesarean"	"2"	944
	"Whatcom County, WA"	"53073"	"Vaginal"	"1"	2212
	"Whatcom County, WA"	"53073"	"Cesarean"	"2"	786
	"Yakima County, WA"	"53077"	"Vaginal"	"1"	3301
	"Yakima County, WA"	"53077"	"Cesarean"	"2"	749
	"Unidentified Counties, WA"	"53999"	"Vaginal"	"1"	10924
	"Unidentified Counties, WA"	"53999"	"Cesarean"	"2"	3591
	"Berkeley County, WV"	"54003"	"Vaginal"	"1"	616
