"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Tobacco Use"	"Tobacco Use Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Passaic County, NJ"	"34031"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Reported"	"10"	"Cesarean"	"2"	57
	"Passaic County, NJ"	"34031"	"White"	"2106-3"	"40-44 years"	"40-44"	"Not Reported"	"10"	"Vaginal"	"1"	20
	"Passaic County, NJ"	"34031"	"White"	"2106-3"	"40-44 years"	"40-44"	"Not Reported"	"10"	"Cesarean"	"2"	20
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"15-19 years"	"15-19"	"Not Reported"	"10"	"Vaginal"	"1"	11
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Reported"	"10"	"Vaginal"	"1"	25
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Reported"	"10"	"Vaginal"	"1"	43
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Reported"	"10"	"Cesarean"	"2"	10
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Reported"	"10"	"Vaginal"	"1"	30
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Reported"	"10"	"Cesarean"	"2"	13
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Reported"	"10"	"Vaginal"	"1"	18
	"Somerset County, NJ"	"34035"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Reported"	"10"	"Cesarean"	"2"	13
	"Sussex County, NJ"	"34037"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Reported"	"10"	"Vaginal"	"1"	14
	"Union County, NJ"	"34039"	"White"	"2106-3"	"15-19 years"	"15-19"	"Not Reported"	"10"	"Vaginal"	"1"	19
	"Union County, NJ"	"34039"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Reported"	"10"	"Vaginal"	"1"	85
	"Union County, NJ"	"34039"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Reported"	"10"	"Cesarean"	"2"	22
	"Union County, NJ"	"34039"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Reported"	"10"	"Vaginal"	"1"	99
	"Union County, NJ"	"34039"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Reported"	"10"	"Cesarean"	"2"	60
	"Union County, NJ"	"34039"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Reported"	"10"	"Vaginal"	"1"	93
	"Union County, NJ"	"34039"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Reported"	"10"	"Cesarean"	"2"	44
	"Union County, NJ"	"34039"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Reported"	"10"	"Vaginal"	"1"	37
	"Union County, NJ"	"34039"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Reported"	"10"	"Cesarean"	"2"	29
	"Union County, NJ"	"34039"	"White"	"2106-3"	"40-44 years"	"40-44"	"Not Reported"	"10"	"Vaginal"	"1"	11
	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Reported"	"10"	"Vaginal"	"1"	30
	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Reported"	"10"	"Cesarean"	"2"	16
	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Reported"	"10"	"Vaginal"	"1"	38
	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Reported"	"10"	"Cesarean"	"2"	10
	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Reported"	"10"	"Vaginal"	"1"	17
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	96
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	215
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	40
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	254
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	53
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	186
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	58
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	82
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	35
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	15
	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	10
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	126
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	31
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	270
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	112
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	245
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	88
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	137
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	84
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	48
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	41
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	10
	"Dona Ana County, NM"	"35013"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	13
	"Sandoval County, NM"	"35043"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	18
	"Sandoval County, NM"	"35043"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	19
	"Sandoval County, NM"	"35043"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	22
	"Sandoval County, NM"	"35043"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	11
	"San Juan County, NM"	"35045"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	20
	"San Juan County, NM"	"35045"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	20
	"San Juan County, NM"	"35045"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	10
	"San Juan County, NM"	"35045"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	16
	"San Juan County, NM"	"35045"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	10
	"Santa Fe County, NM"	"35049"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	13
	"Santa Fe County, NM"	"35049"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	48
	"Santa Fe County, NM"	"35049"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	47
	"Santa Fe County, NM"	"35049"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	31
	"Santa Fe County, NM"	"35049"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	12
	"Santa Fe County, NM"	"35049"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	29
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	143
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	27
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	11
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	318
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	89
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	300
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	99
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	181
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	65
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	63
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	44
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	10
	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	14
	"Albany County, NY"	"36001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	11
	"Albany County, NY"	"36001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	13
	"Albany County, NY"	"36001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	14
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	211
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	37
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	13
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	577
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	186
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	10
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	646
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	255
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	10
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	472
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	213
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Stated"	"9"	"Vaginal"	"1"	12
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Vaginal"	"1"	14
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	224
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	135
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	54
	"Bronx County, NY"	"36005"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	37
	"Chautauqua County, NY"	"36013"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	13
	"Chautauqua County, NY"	"36013"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	22
	"Chautauqua County, NY"	"36013"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	11
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	40
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	16
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	30
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	17
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	29
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	12
	"Dutchess County, NY"	"36027"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	15
	"Erie County, NY"	"36029"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	43
	"Erie County, NY"	"36029"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	12
	"Erie County, NY"	"36029"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	12
	"Erie County, NY"	"36029"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	85
	"Erie County, NY"	"36029"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	26
	"Erie County, NY"	"36029"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	18
	"Erie County, NY"	"36029"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	61
	"Erie County, NY"	"36029"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	37
	"Erie County, NY"	"36029"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	43
	"Erie County, NY"	"36029"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	18
	"Erie County, NY"	"36029"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	21
	"Jefferson County, NY"	"36045"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	37
	"Jefferson County, NY"	"36045"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	30
	"Jefferson County, NY"	"36045"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	10
	"Kings County, NY"	"36047"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	158
	"Kings County, NY"	"36047"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	30
	"Kings County, NY"	"36047"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	367
	"Kings County, NY"	"36047"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	105
	"Kings County, NY"	"36047"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	419
	"Kings County, NY"	"36047"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	169
	"Kings County, NY"	"36047"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	351
	"Kings County, NY"	"36047"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	176
	"Kings County, NY"	"36047"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	162
	"Kings County, NY"	"36047"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	100
	"Kings County, NY"	"36047"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	31
	"Kings County, NY"	"36047"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	33
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	53
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	15
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	89
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	32
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	24
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	97
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	33
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	48
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	35
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	23
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	13
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	13
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	45
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	11
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	62
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	29
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	82
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	44
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	40
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	54
	"New York County, NY"	"36061"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	54
	"New York County, NY"	"36061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	145
	"New York County, NY"	"36061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	37
	"New York County, NY"	"36061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	177
	"New York County, NY"	"36061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	52
	"New York County, NY"	"36061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	173
	"New York County, NY"	"36061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	60
	"New York County, NY"	"36061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	90
	"New York County, NY"	"36061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	61
	"New York County, NY"	"36061"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	23
	"New York County, NY"	"36061"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	16
	"Niagara County, NY"	"36063"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	12
	"Oneida County, NY"	"36065"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	15
	"Oneida County, NY"	"36065"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	22
	"Oneida County, NY"	"36065"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	12
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	17
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	34
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	13
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	25
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	17
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	20
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	11
	"Ontario County, NY"	"36069"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	12
	"Ontario County, NY"	"36069"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	11
	"Orange County, NY"	"36071"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	40
	"Orange County, NY"	"36071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	64
	"Orange County, NY"	"36071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	27
	"Orange County, NY"	"36071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	82
	"Orange County, NY"	"36071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	41
	"Orange County, NY"	"36071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	58
	"Orange County, NY"	"36071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	40
	"Orange County, NY"	"36071"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	29
	"Orange County, NY"	"36071"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	27
	"Queens County, NY"	"36081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	108
	"Queens County, NY"	"36081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	18
	"Queens County, NY"	"36081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	314
	"Queens County, NY"	"36081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	92
	"Queens County, NY"	"36081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	414
	"Queens County, NY"	"36081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	144
	"Queens County, NY"	"36081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	383
	"Queens County, NY"	"36081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	182
	"Queens County, NY"	"36081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	174
	"Queens County, NY"	"36081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	131
	"Queens County, NY"	"36081"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	31
	"Queens County, NY"	"36081"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	34
	"Rensselaer County, NY"	"36083"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	11
	"Rensselaer County, NY"	"36083"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	13
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	39
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	106
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	24
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	121
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	51
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	95
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	48
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	48
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	39
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	12
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	11
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	10
